dataset,N,N_indexed,method,pattern,frac,seed,query_count,encountered_total_events,predicate_checked_total_events,distance_scored_total_events,frontier_inserted_total_events,expanded_total_events,returned_total_events,encountered_revoked_events,predicate_checked_revoked_events,distance_scored_revoked_events,frontier_inserted_revoked_events,expanded_revoked_events,returned_revoked_events,encountered_revoked_id_count,predicate_checked_revoked_id_count,distance_scored_revoked_id_count,frontier_inserted_revoked_id_count,expanded_revoked_id_count,returned_revoked_id_count,result_leakage,scored_leakage,frontier_leakage,expanded_leakage,operational_leakage
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,5,2000,110129,45754,66036,30619,12379,20000,19924,14384,6667,4361,1806,0,19924,14384,6667,4361,1806,0,0.0,0.10096008,0.1424279,0.14589224,0.09946216
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,6,2000,118173,53406,71873,34975,15108,20000,20987,14868,7579,4794,2336,0,20987,14868,7579,4794,2336,0,0.0,0.10544989,0.13706934,0.15462007,0.10361661
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,7,2000,111120,47597,66847,31679,13323,20000,20229,14676,8008,4727,2021,0,20229,14676,8008,4727,2021,0,0.0,0.11979595,0.14921557,0.15169256,0.1119159
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,8,2000,119528,49355,75471,34954,13720,20000,20797,14600,7518,5016,2338,0,20797,14600,7518,5016,2338,0,0.0,0.09961442,0.14350289,0.17040816,0.10317389
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.4,9,2000,115580,51294,71301,33854,13968,20000,20963,14733,7658,4836,2325,0,20963,14733,7658,4836,2325,0,0.0,0.10740382,0.1428487,0.16645189,0.10651725
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,0,2000,110470,47337,66229,33003,13558,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,1,2000,108296,45391,63497,30081,11754,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,2,2000,103265,42643,64170,30841,12286,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,3,2000,120641,53189,73147,33695,12897,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,4,2000,120312,49253,78763,37583,14519,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,5,2000,114488,46976,73602,37236,15026,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,6,2000,117906,48084,74908,35399,15175,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,7,2000,115510,49020,73636,33588,12877,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,8,2000,108438,48239,63125,29974,11960,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Per-role-index,bridge,0.4,9,2000,107168,48631,71536,31707,12149,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,0,2000,115136,43174,74758,35757,14598,20000,19644,14336,6623,4147,1832,0,19644,14336,6623,4147,1832,0,0.0,0.08859253,0.11597729,0.12549664,0.08684267
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,1,2000,115476,49033,71371,36643,15048,20000,20470,15887,7244,4735,2082,0,20470,15887,7244,4735,2082,0,0.0,0.10149781,0.12921977,0.13835726,0.09828606
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,2,2000,116697,47591,70533,31208,12658,20000,20377,13581,6805,4276,2017,0,20377,13581,6805,4276,2017,0,0.0,0.09647966,0.13701615,0.15934587,0.09745608
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,3,2000,116471,48443,74965,36896,14045,20000,20940,14600,6480,4069,1908,0,20940,14600,6480,4069,1908,0,0.0,0.08644034,0.11028296,0.13584906,0.08537689
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,4,2000,109319,44268,69500,34477,13662,20000,18987,13476,6521,4191,1901,0,18987,13476,6521,4191,1901,0,0.0,0.09382734,0.1215593,0.13914507,0.09163827
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,5,2000,115394,50167,69860,33687,12918,20000,20677,14516,6289,4086,1786,0,20677,14516,6289,4086,1786,0,0.0,0.0900229,0.12129308,0.1382567,0.08911442
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,6,2000,114676,48643,67566,32660,12892,20000,20333,15224,6428,3977,1737,0,20333,15224,6428,3977,1737,0,0.0,0.09513661,0.12176975,0.13473472,0.09121231
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,7,2000,119777,49744,70927,33243,13504,20000,21964,16439,6777,4314,1859,0,21964,16439,6777,4314,1859,0,0.0,0.09554894,0.12977168,0.13766291,0.09406279
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,8,2000,117537,48191,72376,36172,13288,20000,20110,15307,7405,4666,2049,0,20110,15307,7405,4666,2049,0,0.0,0.10231292,0.1289948,0.15419928,0.09955159
LegalBench-RAG,1200000,1200000,ACORN,bridge,0.4,9,2000,118356,49629,72975,35330,14199,20000,21443,15225,6672,4111,2002,0,21443,15225,6672,4111,2002,0,0.0,0.09142857,0.11636003,0.14099584,0.08971678
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,0,2000,118236,48743,70751,33533,13835,20000,20810,16700,5214,3520,1447,0,20810,16700,5214,3520,1447,0,0.0,0.07369507,0.10497122,0.10458981,0.0737118
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,1,2000,110774,49705,71055,32867,12800,20000,19858,13400,6035,3495,1569,0,19858,13400,6035,3495,1569,0,0.0,0.08493421,0.10633766,0.12257812,0.08117933
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,2,2000,110197,45278,69892,32619,13473,20000,19647,13900,5330,3232,1469,0,19647,13900,5330,3232,1469,0,0.0,0.07626052,0.09908336,0.10903288,0.07376603
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,3,2000,122964,49489,75471,36763,14959,20000,21577,15556,5403,3693,1569,0,21577,15556,5403,3693,1569,0,0.0,0.07159041,0.10045426,0.10488669,0.07245589
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,4,2000,118714,50248,74513,34387,13342,20000,20907,15197,5956,3742,1609,0,20907,15197,5956,3742,1609,0,0.0,0.07993236,0.10882019,0.12059661,0.07949129
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,5,2000,115967,49127,71313,36580,14815,20000,19929,14683,5604,3599,1699,0,19929,14683,5604,3599,1699,0,0.0,0.07858315,0.0983871,0.11468107,0.07639376
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,6,2000,111614,46150,68683,31536,11805,20000,19570,14415,5219,3312,1481,0,19570,14415,5219,3312,1481,0,0.0,0.07598678,0.10502283,0.12545532,0.0758347
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,7,2000,116030,47398,73377,34177,13797,20000,20492,14540,5860,3500,1610,0,20492,14540,5860,3500,1610,0,0.0,0.07986154,0.10240805,0.11669203,0.07760822
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,8,2000,114537,47153,70313,32233,13114,20000,20350,13828,5170,3316,1277,0,20350,13828,5170,3316,1277,0,0.0,0.07352837,0.10287593,0.09737685,0.07196668
LegalBench-RAG,1200000,1200000,HoneyBee,bridge,0.4,9,2000,113460,49210,65413,31648,12567,20000,20265,14316,5003,3039,1355,0,20265,14316,5003,3039,1355,0,0.0,0.07648327,0.09602503,0.10782207,0.07249205
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,0,2000,110409,47388,69320,34416,13593,20000,19847,14888,10867,7107,3289,0,19847,14888,10867,7107,3289,0,0.0,0.15676572,0.20650279,0.24196277,0.15483256
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,1,2000,113593,50076,69813,33426,13208,20000,20368,14732,11978,6824,3021,0,20368,14732,11978,6824,3021,0,0.0,0.17157263,0.20415246,0.22872502,0.15993756
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,2,2000,108268,45805,69361,32901,13268,20000,19595,14973,11292,7027,3056,0,19595,14973,11292,7027,3056,0,0.0,0.16280042,0.21358013,0.23032861,0.15771416
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,3,2000,113163,51130,71902,34760,14466,20000,19499,14282,11981,7396,3417,0,19499,14282,11981,7396,3417,0,0.0,0.16662958,0.2127733,0.23620904,0.16151295
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,4,2000,118413,44841,73201,35172,13223,20000,21346,17643,11425,7434,3350,0,21346,17643,11425,7434,3350,0,0.0,0.1560771,0.21136131,0.25334644,0.15684765
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,5,2000,112278,43952,74218,36591,14225,20000,20263,15144,12477,8166,3597,0,20263,15144,12477,8166,3597,0,0.0,0.16811286,0.22316963,0.25286467,0.16713322
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,6,2000,113848,48858,69486,30827,12985,20000,20727,14424,11728,7111,3069,0,20727,14424,11728,7111,3069,0,0.0,0.1687822,0.23067441,0.23634963,0.16435355
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,7,2000,122290,49685,73629,34941,12955,20000,20779,14102,12950,7090,3396,0,20779,14102,12950,7090,3396,0,0.0,0.17588179,0.20291348,0.26213817,0.16559618
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,8,2000,117772,47795,78681,38435,14768,20000,21131,14573,13046,8076,3649,0,21131,14573,13046,8076,3649,0,0.0,0.16580877,0.21012098,0.2470883,0.16309157
LegalBench-RAG,1200000,1200000,SPFresh,bridge,0.4,9,2000,108660,45578,66934,31620,13061,20000,19053,12871,12092,7248,3215,0,19053,12871,12092,7248,3215,0,0.0,0.18065557,0.22922201,0.24615267,0.17137104
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,0,2000,111086,46933,69825,33855,14105,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,1,2000,120225,49268,71798,35248,14891,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,2,2000,116446,48750,70692,33309,12780,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,3,2000,116606,46603,73005,34333,14836,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,4,2000,113759,47706,73865,36446,15560,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,5,2000,121296,51452,76667,35687,14611,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,6,2000,109486,45941,66885,30648,11541,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,7,2000,123793,54351,77708,38536,14700,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,8,2000,114542,47475,70170,32082,12245,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Oracle,bridge,0.4,9,2000,113488,47313,74265,36281,14152,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,0,2000,117395,50812,68561,33474,12289,20000,27152,17837,22153,13204,6281,0,27152,17837,22153,13204,6281,0,0.0,0.32311372,0.3944554,0.51110749,0.30998183
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,1,2000,115491,47359,69488,33581,13631,20000,27251,20668,22501,13306,6567,0,27251,20668,22501,13306,6567,0,0.0,0.32381131,0.39623597,0.4817695,0.30997805
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,2,2000,113502,47569,71999,32408,12396,20000,25822,16651,21927,13810,6668,0,25822,16651,21927,13810,6668,0,0.0,0.3045459,0.42612935,0.53791546,0.30997127
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,3,2000,117575,51578,73478,35258,14845,20000,27929,20727,23560,14733,6215,0,27929,20727,23560,14733,6215,0,0.0,0.32064019,0.41786261,0.41865948,0.3099853
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,4,2000,111237,48142,69816,32485,14158,20000,27757,20119,23517,12824,5959,0,27757,20119,23517,12824,5959,0,0.0,0.33684256,0.39476682,0.42089278,0.30998322
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,5,2000,118886,48060,74672,33813,14156,20000,27346,21850,22850,14274,7092,0,27346,21850,22850,14274,7092,0,0.0,0.30600493,0.42214533,0.50098898,0.309981
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,6,2000,111954,48145,68485,32508,12570,20000,25642,18253,21470,13839,6093,0,25642,18253,21470,13839,6093,0,0.0,0.31349931,0.42571059,0.48472554,0.30998106
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,7,2000,121982,52039,75578,34233,13465,20000,26991,19464,23425,14278,6711,0,26991,19464,23425,14278,6711,0,0.0,0.30994469,0.41708293,0.49840327,0.30998911
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,8,2000,115252,51531,70373,32914,13675,20000,27570,20528,23072,13336,6047,0,27570,20528,23072,13336,6047,0,0.0,0.32785301,0.40517713,0.44219378,0.30997649
LegalBench-RAG,1200000,1200000,Tombstone,bridge,0.5,9,2000,116883,50914,74806,36366,15330,20000,27756,20813,23637,15044,6731,0,27756,20813,23637,15044,6731,0,0.0,0.31597733,0.41368311,0.43907371,0.30997529
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.5,0,2000,114576,53016,70467,33946,13435,20000,26150,19099,22138,14223,6370,0,26150,19099,22138,14223,6370,0,0.0,0.31416124,0.41898898,0.47413472,0.30998636
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.5,1,2000,115588,48793,72383,35376,13938,20000,26289,19977,22972,14489,6461,0,26289,19977,22972,14489,6461,0,0.0,0.31736734,0.40957146,0.46355288,0.30997128
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.5,2,2000,108747,50035,67943,32332,12611,20000,25344,18907,21378,13649,6164,0,25344,18907,21378,13649,6164,0,0.0,0.3146461,0.42215143,0.48877964,0.30997246
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.5,3,2000,120470,50426,75476,39537,14584,20000,27799,19515,24686,15198,6490,0,27799,19515,24686,15198,6490,0,0.0,0.32707086,0.38439942,0.44500823,0.30999285
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.5,4,2000,116515,47910,72521,33377,12910,20000,26503,18804,21746,14553,6728,0,26503,18804,21746,14553,6728,0,0.0,0.29985797,0.43601882,0.5211464,0.30997493
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.5,5,2000,121011,54485,73111,34917,13530,20000,26924,20631,23531,13752,6597,0,26924,20631,23531,13752,6597,0,0.0,0.32185307,0.39384827,0.48758315,0.30997895
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.5,6,2000,122525,54265,72710,35775,14483,20000,28101,20303,24144,13850,6324,0,28101,20303,24144,13850,6324,0,0.0,0.33205886,0.38714186,0.43664987,0.30998545
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.5,7,2000,115329,48638,68085,32191,12553,20000,25096,17177,21304,13293,6576,0,25096,17177,21304,13293,6576,0,0.0,0.31290299,0.41294151,0.52385884,0.30996996
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.5,8,2000,109154,47669,63366,31450,13236,20000,24119,16261,20584,13083,6026,0,24119,16261,20584,13083,6026,0,0.0,0.32484298,0.41599364,0.4552735,0.30997563
LegalBench-RAG,1200000,1200000,Post-filter,bridge,0.5,9,2000,117903,49174,76945,35066,15312,20000,28169,22015,23944,14748,6976,0,28169,22015,23944,14748,6976,0,0.0,0.31118331,0.42057834,0.45559039,0.30998554
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.5,0,2000,118249,47004,74108,37266,15234,20000,24907,22016,0,0,0,0,24907,22016,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.5,1,2000,115948,52669,75051,38937,15930,20000,24568,21364,0,0,0,0,24568,21364,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.5,2,2000,114419,50968,68954,31847,12373,20000,24238,21213,0,0,0,0,24238,21213,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.5,3,2000,112251,49482,69205,32379,13632,20000,23801,21577,0,0,0,0,23801,21577,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.5,4,2000,111728,48978,70520,37138,13545,20000,23571,20955,0,0,0,0,23571,20955,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.5,5,2000,121913,51274,68656,33843,13279,20000,25487,22208,0,0,0,0,25487,22208,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.5,6,2000,112344,49000,68819,33925,13785,20000,23531,21134,0,0,0,0,23531,21134,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.5,7,2000,118927,52549,73689,37017,14992,20000,25131,23466,0,0,0,0,25131,23466,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.5,8,2000,118776,48751,72393,34519,13412,20000,24426,22281,0,0,0,0,24426,22281,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe,bridge,0.5,9,2000,111128,46404,69804,33590,13860,20000,22631,20243,0,0,0,0,22631,20243,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.5,0,2000,116701,46329,72003,37814,15024,20000,24235,21787,0,0,0,0,24235,21787,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.5,1,2000,112376,47820,67062,32315,13153,20000,23420,21375,0,0,0,0,23420,21375,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.5,2,2000,112599,46906,67192,31866,12693,20000,22811,21058,0,0,0,0,22811,21058,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.5,3,2000,118232,52442,71682,33360,13857,20000,24669,22571,0,0,0,0,24669,22571,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.5,4,2000,107047,46295,68383,33717,13119,20000,22571,20641,0,0,0,0,22571,20641,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.5,5,2000,111425,46916,69455,33615,13709,20000,23171,21266,0,0,0,0,23171,21266,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.5,6,2000,117903,48461,73118,34186,13083,20000,24795,22765,0,0,0,0,24795,22765,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.5,7,2000,106048,42305,65922,34642,13503,20000,21669,19094,0,0,0,0,21669,19094,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.5,8,2000,106555,42544,65692,28989,11909,20000,22413,20743,0,0,0,0,22413,20743,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-bypass,bridge,0.5,9,2000,115423,44768,76029,39373,16314,20000,23844,21974,0,0,0,0,23844,21974,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.5,0,2000,111526,45640,69565,34687,14379,20000,27634,19737,22611,14372,5991,0,27634,19737,22611,14372,5991,0,0.0,0.32503414,0.4143339,0.41664928,0.30998839
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.5,1,2000,120080,49984,72559,34203,13596,20000,27140,19653,22562,13886,7058,0,27140,19653,22562,13886,7058,0,0.0,0.31094695,0.40598778,0.51912327,0.30996452
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.5,2,2000,110210,47233,69815,32999,13494,20000,26824,19871,22727,13238,6287,0,26824,19871,22727,13238,6287,0,0.0,0.32553176,0.40116367,0.46591078,0.30997447
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.5,3,2000,110951,46503,66382,33157,13777,20000,26378,20041,21987,13567,5771,0,26378,20041,21987,13567,5771,0,0.0,0.33121931,0.40917453,0.41888655,0.3099778
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.5,4,2000,116427,48113,73239,33649,13831,20000,26915,18987,22574,14082,6963,0,26915,18987,22574,14082,6963,0,0.0,0.30822376,0.41849683,0.50343431,0.30997236
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.5,5,2000,109743,46515,65922,34200,14091,20000,25211,16739,22176,13247,6179,0,25211,16739,22176,13247,6179,0,0.0,0.33639756,0.38733918,0.43850685,0.30996997
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.5,6,2000,111507,48538,71267,33334,12269,20000,26007,18987,22630,13824,5973,0,26007,18987,22630,13824,5973,0,0.0,0.31753827,0.41471171,0.48683674,0.30998027
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.5,7,2000,112713,47661,70631,34084,13133,20000,26071,19441,21868,14048,6813,0,26071,19441,21868,14048,6813,0,0.0,0.3096091,0.4121582,0.51876951,0.30997185
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.5,8,2000,115787,53639,68542,33671,13038,20000,27400,18502,22537,13623,5764,0,27400,18502,22537,13623,5764,0,0.0,0.3288057,0.40459149,0.44209235,0.30997183
LegalBench-RAG,1200000,1200000,Lethe-no-revaware-traversal,bridge,0.5,9,2000,117517,47658,74027,36929,14679,20000,26988,20195,22740,14859,7545,0,26988,20195,22740,14859,7545,0,0.0,0.30718522,0.4023667,0.51399959,0.30998043
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.5,0,2000,108611,46810,64487,32016,12104,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.5,1,2000,107024,45310,62539,31484,10888,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.5,2,2000,111690,46211,72765,35501,12981,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.5,3,2000,115703,48009,74097,35901,14962,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.5,4,2000,113314,49864,74012,34902,13213,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.5,5,2000,111640,45710,66128,29696,12549,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.5,6,2000,111342,47918,68038,32842,12532,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.5,7,2000,110005,50548,67662,32026,13332,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.5,8,2000,114476,47741,70455,35202,13680,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Physical-delete,bridge,0.5,9,2000,114972,50260,69950,30727,12147,20000,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.5,0,2000,118941,52315,73613,34727,13762,20000,26490,19628,8998,5221,2161,0,26490,19628,8998,5221,2161,0,0.0,0.12223384,0.15034411,0.15702659,0.11526931
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.5,1,2000,110681,48832,66172,34423,14145,20000,24331,17660,9168,5706,2403,0,24331,17660,9168,5706,2403,0,0.0,0.13854803,0.16576126,0.16988335,0.12822473
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.5,2,2000,110439,45424,69325,30068,12322,20000,24285,16470,8730,5259,2426,0,24285,16470,8730,5259,2426,0,0.0,0.1259286,0.17490355,0.19688362,0.12462514
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.5,3,2000,118641,48190,73348,35047,13744,20000,26138,17473,8847,5292,2433,0,26138,17473,8847,5292,2433,0,0.0,0.12061679,0.15099723,0.1770227,0.1165901
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.5,4,2000,118796,47612,70454,35097,14303,20000,25838,18637,9161,5221,2257,0,25838,18637,9161,5221,2257,0,0.0,0.1300281,0.14875915,0.15779906,0.11897407
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.5,5,2000,110787,46459,68878,33404,12661,20000,24303,17988,8742,5094,2279,0,24303,17988,8742,5094,2279,0,0.0,0.12692006,0.15249671,0.18000158,0.11942079
LegalBench-RAG,1200000,1200000,Periodic-rebuild,bridge,0.5,6,2000,111127,47832,67909,33302,14509,20000,24406,17404,8483,5055,2442,0,24406,17404,8483,5055,2442,0,0.0,0.12491717,0.15179269,0.16830933,0.11774241
