dataset,N,N_indexed,method,method_family,pattern,frac,roles,users,shared_fraction,exception_rate,seed,experiment,revoked_user_drift10,unaffected_user_drift10,unaffected_user_topk_stability,unaffected_user_recall10,view_isolation_violation_rate,revoked_user_drift10_pct,unaffected_user_drift10_pct,unaffected_user_topk_stability_pct,view_isolation_violation_rate_pct,same_role_drift10,different_role_drift10,ancestor_descendant_drift10,same_role_drift10_pct,different_role_drift10_pct,ancestor_descendant_drift10_pct,revoked_user_recall10_after,metric_scope,source_role
LegalBench-RAG,1200000,1200000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.02221257,0.00275853,0.99724147,0.981318,0.01033475,2.221257,0.275853,99.724147,1.033475,0.00191445,0.00253145,0.00198134,0.191445,0.253145,0.198134,0.97843,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.02191251,0.00225455,0.99774545,0.979597,0.00970489,2.191251,0.225455,99.774545,0.970489,0.00280457,0.0018658,0.00217203,0.280457,0.18658,0.217203,0.979768,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.02176031,0.00253027,0.99746973,0.975343,0.01024082,2.176031,0.253027,99.746973,1.024082,0.00245886,0.00218065,0.0024128,0.245886,0.218065,0.24128,0.976545,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.02224551,0.0024859,0.9975141,0.981309,0.01018266,2.224551,0.24859,99.75141,1.018266,0.00257421,0.00245655,0.00200256,0.257421,0.245655,0.200256,0.974638,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.01997243,0.00197516,0.99802484,0.978677,0.00965186,1.997243,0.197516,99.802484,0.965186,0.00189318,0.00199952,0.00211352,0.189318,0.199952,0.211352,0.975145,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.0211153,0.0024853,0.9975147,0.97986,0.00925672,2.11153,0.24853,99.75147,0.925672,0.00285489,0.0024494,0.00194594,0.285489,0.24494,0.194594,0.980545,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.02113412,0.00264515,0.99735485,0.980294,0.01044086,2.113412,0.264515,99.735485,1.044086,0.00276634,0.00175145,0.00239834,0.276634,0.175145,0.239834,0.97797,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.02158655,0.00225283,0.99774717,0.979807,0.00962779,2.158655,0.225283,99.774717,0.962779,0.0026813,0.00188326,0.00191844,0.26813,0.188326,0.191844,0.978693,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.02110975,0.00265544,0.99734456,0.978275,0.0100584,2.110975,0.265544,99.734456,1.00584,0.00256039,0.001938,0.00231005,0.256039,0.1938,0.231005,0.980603,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.02152874,0.00208102,0.99791898,0.978814,0.01044747,2.152874,0.208102,99.791898,1.044747,0.00311747,0.00204512,0.00214591,0.311747,0.204512,0.214591,0.978602,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.02206089,0.00233834,0.99766166,0.977107,0.01058982,2.206089,0.233834,99.766166,1.058982,0.00264062,0.00207396,0.00235871,0.264062,0.207396,0.235871,0.977611,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.02060868,0.00223452,0.99776548,0.979526,0.0100309,2.060868,0.223452,99.776548,1.00309,0.00245482,0.00225836,0.00239202,0.245482,0.225836,0.239202,0.97681,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.02180343,0.00188189,0.99811811,0.981259,0.01031439,2.180343,0.188189,99.811811,1.031439,0.00242673,0.00191102,0.00245546,0.242673,0.191102,0.245546,0.977449,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.0211486,0.0024966,0.9975034,0.979939,0.01041151,2.11486,0.24966,99.75034,1.041151,0.00278071,0.00264641,0.00198792,0.278071,0.264641,0.198792,0.979243,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.02239276,0.00257892,0.99742108,0.980855,0.00986816,2.239276,0.257892,99.742108,0.986816,0.0028769,0.00203844,0.00215476,0.28769,0.203844,0.215476,0.977957,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.02318384,0.00235295,0.99764705,0.976966,0.01013978,2.318384,0.235295,99.764705,1.013978,0.00247688,0.00250442,0.00204929,0.247688,0.250442,0.204929,0.978912,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.02210259,0.00222925,0.99777075,0.981559,0.01009253,2.210259,0.222925,99.777075,1.009253,0.00274769,0.00228261,0.00192547,0.274769,0.228261,0.192547,0.978065,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.02027959,0.00242397,0.99757603,0.979144,0.00913208,2.027959,0.242397,99.757603,0.913208,0.00253923,0.00226529,0.00199507,0.253923,0.226529,0.199507,0.978235,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.01846351,0.00245209,0.99754791,0.979183,0.00957316,1.846351,0.245209,99.754791,0.957316,0.00272405,0.00220545,0.00220117,0.272405,0.220545,0.220117,0.97784,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.01990381,0.00212026,0.99787974,0.97938,0.00982816,1.990381,0.212026,99.787974,0.982816,0.00295367,0.001878,0.00227325,0.295367,0.1878,0.227325,0.976501,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.02049943,0.00194583,0.99805417,0.979101,0.00924857,2.049943,0.194583,99.805417,0.924857,0.00279624,0.00239203,0.00238095,0.279624,0.239203,0.238095,0.980893,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.02022638,0.00160338,0.99839662,0.980348,0.00912229,2.022638,0.160338,99.839662,0.912229,0.00266955,0.00197344,0.00154792,0.266955,0.197344,0.154792,0.980887,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.02102452,0.00255814,0.99744186,0.976236,0.00969278,2.102452,0.255814,99.744186,0.969278,0.00266083,0.002297,0.00215861,0.266083,0.2297,0.215861,0.976678,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.01889741,0.00208594,0.99791406,0.977331,0.00906392,1.889741,0.208594,99.791406,0.906392,0.0025729,0.00215378,0.00197834,0.25729,0.215378,0.197834,0.978043,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.0204755,0.00211466,0.99788534,0.978004,0.00973588,2.04755,0.211466,99.788534,0.973588,0.00253281,0.00237403,0.00263432,0.253281,0.237403,0.263432,0.976008,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.0198921,0.00204796,0.99795204,0.977679,0.00879787,1.98921,0.204796,99.795204,0.879787,0.00251117,0.00178571,0.00233001,0.251117,0.178571,0.233001,0.975101,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.01864719,0.00205285,0.99794715,0.979093,0.01028515,1.864719,0.205285,99.794715,1.028515,0.00211732,0.00224685,0.00179916,0.211732,0.224685,0.179916,0.977793,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.02110712,0.00271467,0.99728533,0.979869,0.01027912,2.110712,0.271467,99.728533,1.027912,0.00253976,0.0018907,0.00215713,0.253976,0.18907,0.215713,0.976175,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.02157642,0.0020118,0.9979882,0.980567,0.00997076,2.157642,0.20118,99.79882,0.997076,0.00245776,0.00213915,0.00166041,0.245776,0.213915,0.166041,0.979015,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.02352907,0.00244838,0.99755162,0.978552,0.00947403,2.352907,0.244838,99.755162,0.947403,0.00248757,0.00237496,0.00206222,0.248757,0.237496,0.206222,0.981636,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.02156428,0.0020495,0.9979505,0.980211,0.01117825,2.156428,0.20495,99.79505,1.117825,0.00266498,0.00227968,0.0019122,0.266498,0.227968,0.19122,0.976189,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.02206082,0.00264546,0.99735454,0.97631,0.01051351,2.206082,0.264546,99.735454,1.051351,0.00280642,0.00241951,0.00175669,0.280642,0.241951,0.175669,0.979264,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.02048411,0.00242404,0.99757596,0.981221,0.01060017,2.048411,0.242404,99.757596,1.060017,0.00260666,0.00284488,0.00187539,0.260666,0.284488,0.187539,0.978044,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.02275271,0.00240079,0.99759921,0.982598,0.01080533,2.275271,0.240079,99.759921,1.080533,0.00276999,0.00257481,0.00241955,0.276999,0.257481,0.241955,0.975929,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.02113637,0.00254267,0.99745733,0.979706,0.0102898,2.113637,0.254267,99.745733,1.02898,0.00234902,0.00202485,0.00212336,0.234902,0.202485,0.212336,0.979082,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.02275822,0.0022312,0.9977688,0.981178,0.01071093,2.275822,0.22312,99.77688,1.071093,0.00296323,0.00207446,0.00202525,0.296323,0.207446,0.202525,0.9755,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Per-role-index,materialized_role_baseline,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.02182581,0.00166727,0.99833273,0.979128,0.01046915,2.182581,0.166727,99.833273,1.046915,0.00280025,0.00227687,0.00218427,0.280025,0.227687,0.218427,0.974065,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.01020821,0.00256306,0.99743694,0.98056,0.00596579,1.020821,0.256306,99.743694,0.596579,0.00984687,0.00219562,0.00255862,0.984687,0.219562,0.255862,0.981074,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.01023706,0.00261291,0.99738709,0.976085,0.00549615,1.023706,0.261291,99.738709,0.549615,0.00972874,0.00232878,0.00165946,0.972874,0.232878,0.165946,0.972227,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.01083368,0.00246362,0.99753638,0.976725,0.00598835,1.083368,0.246362,99.753638,0.598835,0.01129662,0.00238362,0.00211807,1.129662,0.238362,0.211807,0.978333,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.01072562,0.00213381,0.99786619,0.979307,0.00574999,1.072562,0.213381,99.786619,0.574999,0.01045569,0.00281754,0.0022233,1.045569,0.281754,0.22233,0.974945,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.01135955,0.0027166,0.9972834,0.979615,0.00576039,1.135955,0.27166,99.72834,0.576039,0.00984012,0.00288907,0.00253004,0.984012,0.288907,0.253004,0.978682,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.01167947,0.00202349,0.99797651,0.977406,0.00569626,1.167947,0.202349,99.797651,0.569626,0.01007919,0.00250591,0.0026457,1.007919,0.250591,0.26457,0.976129,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.01093734,0.00274765,0.99725235,0.975923,0.00540927,1.093734,0.274765,99.725235,0.540927,0.00976769,0.00231546,0.00219606,0.976769,0.231546,0.219606,0.975866,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.01141425,0.00233019,0.99766981,0.974949,0.00566563,1.141425,0.233019,99.766981,0.566563,0.0101006,0.00229998,0.00270191,1.01006,0.229998,0.270191,0.977853,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.01046091,0.00276743,0.99723257,0.979478,0.00599189,1.046091,0.276743,99.723257,0.599189,0.01077652,0.00217884,0.00243009,1.077652,0.217884,0.243009,0.981906,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
LegalBench-RAG,1200000,1200000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.0104313,0.00291944,0.99708056,0.978274,0.0065799,1.04313,0.291944,99.708056,0.65799,0.01010994,0.00240328,0.0025376,1.010994,0.240328,0.25376,0.978605,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.01090894,0.00253525,0.99746475,0.977596,0.00597861,1.090894,0.253525,99.746475,0.597861,0.01063901,0.00313317,0.0026017,1.063901,0.313317,0.26017,0.978567,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.01076842,0.00248695,0.99751305,0.977499,0.0058229,1.076842,0.248695,99.751305,0.58229,0.00969003,0.00268899,0.00262298,0.969003,0.268899,0.262298,0.978278,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.01168725,0.00252769,0.99747231,0.97829,0.00653926,1.168725,0.252769,99.747231,0.653926,0.0107988,0.00265189,0.00264689,1.07988,0.265189,0.264689,0.979496,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.01048723,0.00217021,0.99782979,0.981775,0.0058429,1.048723,0.217021,99.782979,0.58429,0.01074208,0.002283,0.00242416,1.074208,0.2283,0.242416,0.983319,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.00993166,0.00249435,0.99750565,0.979016,0.00614465,0.993166,0.249435,99.750565,0.614465,0.00960368,0.0027032,0.00234022,0.960368,0.27032,0.234022,0.980333,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.01088928,0.00297537,0.99702463,0.980177,0.00648632,1.088928,0.297537,99.702463,0.648632,0.0103346,0.00247079,0.00211748,1.03346,0.247079,0.211748,0.978637,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.01083254,0.00270032,0.99729968,0.978718,0.00645472,1.083254,0.270032,99.729968,0.645472,0.00991592,0.00211728,0.00270629,0.991592,0.211728,0.270629,0.975889,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.01128501,0.00219014,0.99780986,0.982308,0.00572662,1.128501,0.219014,99.780986,0.572662,0.01049939,0.00286087,0.00242875,1.049939,0.286087,0.242875,0.97902,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.01103002,0.00236914,0.99763086,0.978931,0.00638718,1.103002,0.236914,99.763086,0.638718,0.01009436,0.00255645,0.00219986,1.009436,0.255645,0.219986,0.978504,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MS-MARCO-RBAC,8000000,8000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.01082082,0.0025149,0.9974851,0.978679,0.00625123,1.082082,0.25149,99.74851,0.625123,0.00999955,0.00251743,0.00233524,0.999955,0.251743,0.233524,0.97987,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.01001664,0.00247433,0.99752567,0.978754,0.0059807,1.001664,0.247433,99.752567,0.59807,0.00987211,0.00232444,0.00238522,0.987211,0.232444,0.238522,0.975837,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,1,baseline_view_isolation_100roles_80shared_frac0.3,0.00960276,0.00218258,0.99781742,0.980925,0.0058055,0.960276,0.218258,99.781742,0.58055,0.01008093,0.00214916,0.00173086,1.008093,0.214916,0.173086,0.975519,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,2,baseline_view_isolation_100roles_80shared_frac0.3,0.01036098,0.00250551,0.99749449,0.976505,0.00554412,1.036098,0.250551,99.749449,0.554412,0.00976703,0.00239919,0.00219727,0.976703,0.239919,0.219727,0.976722,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,3,baseline_view_isolation_100roles_80shared_frac0.3,0.01005722,0.00248986,0.99751014,0.979744,0.00550363,1.005722,0.248986,99.751014,0.550363,0.00913637,0.00255215,0.0018254,0.913637,0.255215,0.18254,0.979228,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,4,baseline_view_isolation_100roles_80shared_frac0.3,0.01012731,0.00197169,0.99802831,0.978187,0.005582,1.012731,0.197169,99.802831,0.5582,0.0088816,0.00229871,0.00221115,0.88816,0.229871,0.221115,0.976867,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,5,baseline_view_isolation_100roles_80shared_frac0.3,0.01112139,0.00266788,0.99733212,0.979655,0.00535612,1.112139,0.266788,99.733212,0.535612,0.00954126,0.00182604,0.00258341,0.954126,0.182604,0.258341,0.978297,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,6,baseline_view_isolation_100roles_80shared_frac0.3,0.01093,0.00272839,0.99727161,0.978547,0.00588982,1.093,0.272839,99.727161,0.588982,0.00935156,0.00221613,0.00245405,0.935156,0.221613,0.245405,0.97784,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,7,baseline_view_isolation_100roles_80shared_frac0.3,0.01037293,0.00202002,0.99797998,0.977552,0.00567197,1.037293,0.202002,99.797998,0.567197,0.00888289,0.00155466,0.00221959,0.888289,0.155466,0.221959,0.980008,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,8,baseline_view_isolation_100roles_80shared_frac0.3,0.01032863,0.00247778,0.99752222,0.978035,0.00580816,1.032863,0.247778,99.752222,0.580816,0.00920911,0.00191048,0.00237486,0.920911,0.191048,0.237486,0.97848,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
SIFT1M,1000000,1000000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,9,baseline_view_isolation_100roles_80shared_frac0.3,0.0110696,0.00214785,0.99785215,0.977652,0.00591545,1.10696,0.214785,99.785215,0.591545,0.01050607,0.00207998,0.00240528,1.050607,0.207998,0.240528,0.977141,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
MIMIC-IV-CaseStudy,1800000,1800000,Lethe,proposed_method,cluster,0.3,100,10000,0.8,0.1,0,baseline_view_isolation_100roles_80shared_frac0.3,0.0111027,0.00253108,0.99746892,0.980796,0.00599621,1.11027,0.253108,99.746892,0.599621,0.01033439,0.00232871,0.00223121,1.033439,0.232871,0.223121,0.979167,topk_view_drift_not_routing_leakage,fig_recall_b_baseline_view_isolation
